host_is_superhost,host_response_time,host_response_rate,host_listings_count,host_has_profile_pic,host_identity_verified,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,total_hosting_years,region_by_zipcode
0,within a few hours,0.94,3.0,1,1,78702,30.279629999999997,-97.71676,1,House,Private room,2,1.0,1.0,1.0,Real Bed,41.0,0.0,0.0,500.0,25.0,1,10.0,1,14,16,16,16,16,57,57,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,3,0,3,0,5.21,8,East
1,within an hour,1.0,1.0,1,1,78702,30.26142,-97.72489,1,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,120.0,0.0,0.0,0.0,60.0,1,0.0,2,1125,3,10,19,223,55,55,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,1,0,0,4.91,7,East
1,within an hour,1.0,2.0,1,0,78702,30.27982,-97.71998,1,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,399.0,0.0,0.0,300.0,150.0,1,0.0,2,365,10,20,20,20,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,1,2,1,1,0,0.31,8,East
1,within an hour,1.0,1.0,1,1,78702,30.26251,-97.73324000000001,1,Guest suite,Entire home/apt,5,1.0,2.0,3.0,Real Bed,215.0,0.0,0.0,100.0,50.0,2,0.0,2,21,9,15,41,221,28,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,2,2,0,0,2.63,6,East
1,within an hour,0.99,33.0,1,0,78702,30.27492,-97.71616,0,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,333.0,0.0,0.0,300.0,250.0,1,35.0,2,1125,20,41,64,331,11,11,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1,super_strict_30,0,0,32,32,0,0,1.03,2,East
0,unknown,0.0,2.0,1,1,78702,30.27014,-97.70031,0,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,72.0,0.0,0.0,300.0,75.0,1,0.0,2,8,0,0,0,0,13,13,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,flexible,0,0,2,1,1,0,1.62,3,East
0,within a few hours,1.0,3.0,1,1,78702,30.278859999999998,-97.71024,1,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,250.0,0.0,0.0,200.0,50.0,4,20.0,2,1125,4,4,27,27,4,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,1,1,0,0.37,7,East
1,within an hour,1.0,2.0,1,0,78702,30.25279,-97.72161,1,House,Private room,4,1.0,1.0,2.0,Real Bed,67.0,0.0,0.0,150.0,25.0,2,10.0,1,1125,9,16,32,272,96,96,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,2,1,1,0,8.57,3,East
1,within an hour,0.99,33.0,1,0,78702,30.25275,-97.71428,0,House,Entire home/apt,12,3.0,5.0,5.0,Real Bed,333.0,0.0,0.0,300.0,250.0,10,35.0,2,1125,17,36,62,330,13,13,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict_14_with_grace_period,0,0,32,32,0,0,1.7,2,East
1,within an hour,1.0,14.0,1,1,78702,30.260959999999997,-97.71493000000001,0,Hostel,Shared room,8,4.5,1.0,8.0,Real Bed,30.0,0.0,0.0,0.0,5.0,1,45.0,1,14,0,0,0,0,4,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,14,2,2,10,0.36,3,East
1,within an hour,1.0,14.0,1,1,78702,30.26335,-97.71418,0,Hostel,Shared room,8,4.5,1.0,8.0,Real Bed,29.0,0.0,0.0,0.0,5.0,1,32.0,1,14,0,0,0,0,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,14,2,2,10,0.46,3,East
1,within an hour,0.98,6.0,1,0,78702,30.25943,-97.73422,1,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,119.0,0.0,0.0,500.0,65.0,3,50.0,1,68,4,5,5,5,42,42,99.0,10.0,9.0,10.0,10.0,10.0,10.0,1,moderate,0,0,7,7,0,0,3.77,5,East
1,within an hour,1.0,14.0,1,1,78702,30.261229999999998,-97.71654000000001,0,Hostel,Shared room,8,4.5,1.0,8.0,Real Bed,26.0,0.0,0.0,0.0,5.0,1,45.0,1,14,0,0,0,0,8,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,14,2,2,10,0.72,3,East
1,within an hour,0.99,7.0,1,0,78702,30.265290000000004,-97.7334,1,Condominium,Entire home/apt,16,4.0,4.0,9.0,Real Bed,500.0,0.0,0.0,1000.0,200.0,6,35.0,1,1125,17,36,66,156,6,6,97.0,9.0,10.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,6,6,0,0,0.74,3,East
0,within an hour,1.0,5.0,1,0,78702,30.26902,-97.7185,1,House,Entire home/apt,16,2.0,4.0,9.0,Real Bed,420.0,0.0,0.0,0.0,125.0,8,10.0,1,30,25,54,81,325,19,19,100.0,10.0,9.0,9.0,10.0,10.0,10.0,1,moderate,0,0,5,1,4,0,1.91,1,East
0,within a few hours,0.94,3.0,1,1,78702,30.27859,-97.71817,1,House,Private room,4,1.0,1.0,1.0,Real Bed,34.0,0.0,0.0,500.0,25.0,1,12.0,1,14,11,11,11,11,46,46,89.0,9.0,9.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,3,0,3,0,5.04,8,East
1,within an hour,1.0,6.0,1,0,78702,30.25573,-97.72442,1,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89.0,0.0,0.0,0.0,40.0,1,0.0,1,1125,10,15,33,127,69,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,3,3,0,0,6.61,6,East
1,within an hour,1.0,2.0,1,0,78702,30.25545,-97.73524,1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,250.0,0.0,0.0,0.0,175.0,1,0.0,2,1125,3,13,36,291,39,39,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,2,2,0,0,3.95,2,East
1,within an hour,1.0,2.0,1,1,78702,30.275170000000003,-97.71519,1,House,Entire home/apt,3,2.0,1.0,1.0,Real Bed,210.0,0.0,0.0,750.0,50.0,3,50.0,2,10,19,41,71,161,12,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,1,1,0,0,1.26,4,East
1,within an hour,1.0,1.0,1,0,78702,30.2605,-97.72239,1,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,149.0,0.0,0.0,100.0,75.0,2,9.0,2,1125,3,8,33,102,52,52,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,1,1,0,0,4.94,1,East
0,unknown,0.0,1.0,1,0,78702,30.25648,-97.71741,1,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,700.0,0.0,0.0,0.0,0.0,1,0.0,3,10,30,60,90,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,flexible,0,0,1,1,0,0,0.0,2,East
1,within an hour,1.0,2.0,1,1,78702,30.275309999999998,-97.72847,1,House,Entire home/apt,7,3.0,3.0,5.0,Real Bed,1200.0,0.0,0.0,5000.0,150.0,7,250.0,4,1125,0,0,0,41,3,3,100.0,9.0,10.0,10.0,9.0,10.0,9.0,0,moderate,0,0,2,2,0,0,0.78,7,East
0,within a few hours,1.0,2.0,1,0,78702,30.27843,-97.71096999999999,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,120.0,0.0,0.0,300.0,60.0,2,50.0,3,1125,6,32,62,337,6,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict_14_with_grace_period,0,0,2,1,1,0,0.94,7,East
1,within an hour,1.0,4.0,1,1,78702,30.26688,-97.71855,1,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,0.0,0.0,0.0,50.0,1,0.0,1,1125,2,20,37,37,56,56,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,1,1,0,0,6.51,8,East
0,within an hour,1.0,2.0,1,1,78702,30.25135,-97.71391,0,Cottage,Private room,1,1.0,1.0,2.0,Real Bed,45.0,0.0,0.0,100.0,30.0,1,0.0,2,90,4,13,41,41,3,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,1,1,0,0.32,7,East
1,within an hour,0.99,7.0,1,0,78702,30.266740000000002,-97.73358,1,Condominium,Entire home/apt,12,2.0,3.0,8.0,Real Bed,306.0,0.0,0.0,500.0,100.0,3,35.0,1,1125,14,31,61,189,102,102,96.0,10.0,10.0,9.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,6,6,0,0,9.81,3,East
0,within an hour,1.0,1.0,1,0,78702,30.26235,-97.70729,1,Bungalow,Entire home/apt,3,2.0,2.0,2.0,Real Bed,200.0,0.0,0.0,0.0,150.0,1,0.0,2,1125,0,0,0,0,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,1,0,0,0.57,5,East
1,within an hour,0.98,8.0,1,0,78702,30.253870000000003,-97.73122,1,House,Entire home/apt,10,2.0,5.0,6.0,Real Bed,255.0,0.0,0.0,100.0,70.0,4,35.0,2,5,11,26,53,312,27,27,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0,0,8,8,0,0,3.01,1,East
1,within a few hours,1.0,1.0,1,0,78702,30.2726,-97.72623,1,House,Private room,2,1.0,1.0,1.0,Real Bed,120.0,0.0,0.0,0.0,18.0,1,0.0,3,15,3,8,8,8,21,21,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,0,1,0,2.9,4,East
1,within an hour,1.0,2.0,1,1,78702,30.27804,-97.70877,1,Bungalow,Entire home/apt,4,1.0,2.0,2.0,Real Bed,72.0,0.0,0.0,0.0,50.0,1,0.0,1,1125,2,4,4,4,5,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,2,2,0,0,0.57,5,East
0,unknown,0.0,1.0,1,0,78702,30.26515,-97.71788000000001,1,House,Private room,2,1.0,1.0,1.0,Real Bed,110.0,0.0,0.0,0.0,0.0,1,0.0,1,1125,0,0,0,76,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,flexible,0,0,1,0,1,0,0.0,2,East
1,within an hour,1.0,2.0,1,1,78702,30.27914,-97.7161,1,Guesthouse,Entire home/apt,2,1.0,0.0,2.0,Real Bed,68.0,0.0,0.0,500.0,55.0,2,25.0,2,30,6,15,45,89,46,46,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,2,0,0,4.69,8,East
0,unknown,0.0,1.0,1,0,78702,30.25962,-97.72564,1,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,100.0,0.0,0.0,0.0,75.0,1,10.0,2,1125,0,0,0,250,2,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,1,0,0,0.21,1,East
1,within an hour,0.98,8.0,1,0,78702,30.258020000000002,-97.73170999999999,1,House,Entire home/apt,12,3.0,6.0,7.0,Real Bed,350.0,0.0,0.0,350.0,250.0,6,40.0,2,7,12,25,50,315,36,36,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1,strict_14_with_grace_period,0,0,8,8,0,0,3.94,1,East
1,within an hour,1.0,1.0,1,0,78702,30.26738,-97.69753,1,Bungalow,Entire home/apt,6,1.0,2.0,0.0,Real Bed,95.0,0.0,0.0,0.0,35.0,2,25.0,1,21,8,13,38,38,49,49,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1,0,0,5.9,3,East
0,within an hour,1.0,1.0,1,1,78702,30.2749,-97.7218,1,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,125.0,0.0,0.0,0.0,50.0,1,0.0,2,1125,0,0,0,0,16,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,3,3,0,0,6.0,2,East
0,within a few hours,1.0,1.0,1,1,78702,30.25729,-97.7207,1,Cottage,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,0.0,0.0,1,0.0,5,1125,9,22,29,235,8,8,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1,0,0,1.03,9,East
0,within an hour,1.0,13.0,1,0,78702,30.279120000000002,-97.72158,1,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,150.0,0.0,0.0,0.0,100.0,1,0.0,2,90,27,54,68,68,12,12,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,7,7,0,0,1.33,2,East
0,within an hour,0.9,5.0,1,0,78702,30.25749,-97.72395,1,House,Private room,2,1.0,1.0,1.0,Real Bed,64.0,0.0,0.0,0.0,0.0,1,0.0,1,1125,7,18,41,41,13,13,78.0,10.0,8.0,8.0,8.0,10.0,9.0,1,flexible,0,0,5,1,1,3,1.4,2,East
1,within an hour,1.0,5.0,1,1,78702,30.264840000000003,-97.73214,1,Condominium,Entire home/apt,10,2.0,2.0,7.0,Real Bed,710.0,0.0,0.0,999.0,120.0,1,0.0,1,1125,14,28,51,298,9,9,89.0,10.0,10.0,9.0,9.0,9.0,10.0,0,strict_14_with_grace_period,0,0,5,5,0,0,0.94,4,East
0,within an hour,1.0,0.0,1,0,78702,30.2557,-97.71311999999999,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,0.0,0.0,250.0,35.0,2,25.0,2,14,0,15,28,28,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1,0,0,1.54,4,East
0,within an hour,0.99,12.0,1,0,78702,30.271379999999997,-97.72258000000001,1,Cottage,Entire home/apt,6,1.0,1.0,3.0,Real Bed,59.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,3,16,46,307,30,30,85.0,9.0,9.0,10.0,10.0,10.0,9.0,1,moderate,0,0,11,11,0,0,3.35,1,East
0,within an hour,0.99,12.0,1,0,78702,30.27311,-97.71254,1,Cottage,Entire home/apt,6,1.0,1.0,3.0,Real Bed,59.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,18,46,76,76,15,15,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1,moderate,0,0,11,11,0,0,1.8,1,East
0,within an hour,0.99,12.0,1,0,78702,30.26823,-97.72023,1,Cottage,Entire home/apt,6,1.0,1.0,3.0,Real Bed,69.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,8,31,61,61,34,34,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1,moderate,0,0,11,11,0,0,3.76,1,East
0,within an hour,0.99,12.0,1,0,78702,30.268309999999996,-97.7216,1,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,69.0,0.0,0.0,0.0,50.0,1,0.0,1,1125,7,18,48,48,60,60,92.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,0,0,11,11,0,0,6.34,1,East
0,within an hour,0.99,12.0,1,0,78702,30.280240000000003,-97.70809,1,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,99.0,0.0,0.0,0.0,150.0,1,0.0,1,1125,12,20,20,20,26,26,92.0,9.0,9.0,10.0,9.0,10.0,9.0,1,moderate,0,0,11,11,0,0,2.88,1,East
0,within an hour,0.99,12.0,1,0,78702,30.275370000000002,-97.70304,1,Townhouse,Entire home/apt,8,1.5,2.0,4.0,Real Bed,89.0,0.0,0.0,0.0,110.0,1,0.0,1,1125,12,30,52,52,15,15,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,11,11,0,0,1.74,1,East
0,within an hour,1.0,10.0,1,0,78702,30.27523,-97.72616,0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,73.0,0.0,0.0,150.0,50.0,2,10.0,1,1125,14,39,69,93,35,35,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,flexible,0,0,1,1,0,0,3.78,8,East
1,within an hour,1.0,4.0,1,0,78702,30.260659999999998,-97.72409,1,Serviced apartment,Hotel room,6,2.0,2.0,3.0,Real Bed,175.0,0.0,0.0,0.0,75.0,6,5.0,2,1125,27,57,87,105,17,17,95.0,10.0,10.0,10.0,10.0,9.0,9.0,1,strict_14_with_grace_period,0,0,4,0,0,0,2.48,1,East
0,within an hour,0.99,12.0,1,0,78702,30.26557,-97.71307,1,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,10,13,13,122,16,16,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,11,11,0,0,1.83,1,East
0,within an hour,0.99,12.0,1,0,78702,30.26683,-97.71946,1,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,0,0,0,257,18,18,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,11,11,0,0,1.94,1,East
0,within an hour,0.99,12.0,1,0,78702,30.264590000000002,-97.72654,1,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,0,0,0,109,10,10,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1,moderate,0,0,11,11,0,0,1.2,1,East
0,within an hour,0.99,12.0,1,0,78702,30.269470000000002,-97.72572,1,Condominium,Entire home/apt,6,1.0,2.0,3.0,Real Bed,115.0,0.0,0.0,0.0,90.0,1,0.0,1,1125,0,0,0,106,18,18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,11,11,0,0,2.06,1,East
0,within an hour,0.99,12.0,1,0,78702,30.27415,-97.71698,1,Condominium,Entire home/apt,16,4.0,8.0,12.0,Real Bed,399.0,0.0,0.0,0.0,360.0,1,0.0,1,1125,16,20,20,129,14,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,11,11,0,0,2.02,1,East
1,within an hour,1.0,3.0,1,1,78702,30.251279999999998,-97.7263,1,Camper/RV,Entire home/apt,3,1.0,1.0,1.0,Real Bed,65.0,0.0,0.0,0.0,50.0,1,0.0,2,1125,10,23,53,308,37,37,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,3,3,0,0,4.2,4,East
0,within an hour,1.0,147.0,1,0,78702,30.2607,-97.73283,0,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,204.0,0.0,0.0,0.0,282.0,8,0.0,2,1125,12,28,58,321,12,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,super_strict_30,0,0,74,74,0,0,1.34,2,East
0,within an hour,1.0,2.0,1,0,78702,30.27556,-97.71262,0,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,195.0,0.0,0.0,0.0,95.0,4,25.0,2,9,1,2,2,2,4,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,2,2,0,0,0.56,5,East
1,unknown,0.0,1.0,1,1,78702,30.26509,-97.72408,1,House,Private room,2,1.0,1.0,1.0,Real Bed,29.0,0.0,0.0,0.0,0.0,1,0.0,2,1125,8,8,8,8,4,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,0,1,0,0.43,3,East
0,within an hour,0.99,3.0,1,0,78702,30.263540000000003,-97.73321999999999,0,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,200.0,0.0,0.0,0.0,115.0,6,5.0,1,1125,16,39,69,178,73,73,95.0,10.0,10.0,9.0,10.0,10.0,10.0,1,moderate,0,0,4,3,0,0,8.49,1,East
0,within an hour,0.99,3.0,1,0,78702,30.264940000000003,-97.73244,0,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,0.0,88.0,4,5.0,1,1125,24,52,82,191,45,45,97.0,10.0,10.0,9.0,10.0,10.0,10.0,1,moderate,0,0,4,3,0,0,5.25,1,East
1,within an hour,1.0,2.0,1,1,78702,30.26172,-97.7271,0,Serviced apartment,Hotel room,4,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,0.0,88.0,4,5.0,1,1125,28,58,88,193,196,196,96.0,10.0,9.0,9.0,10.0,10.0,10.0,1,moderate,0,0,2,1,0,0,22.88,1,East
1,within an hour,1.0,2.0,1,1,78702,30.261429999999997,-97.72654,0,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,200.0,0.0,0.0,0.0,125.0,6,5.0,1,1125,17,47,77,182,67,67,96.0,10.0,10.0,9.0,9.0,10.0,10.0,1,moderate,0,0,2,1,0,0,7.82,1,East
0,within an hour,0.99,3.0,1,0,78702,30.264359999999996,-97.73255,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,200.0,0.0,0.0,0.0,88.0,2,5.0,1,1125,18,44,74,183,168,168,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,4,3,0,0,19.69,1,East
1,within an hour,1.0,1.0,1,0,78702,30.25667,-97.7344,1,Bungalow,Entire home/apt,6,1.0,3.0,4.0,Real Bed,120.0,0.0,0.0,200.0,150.0,1,0.0,2,1125,13,28,54,172,36,36,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,1,0,0,4.41,5,East
1,within a few hours,1.0,2.0,1,1,78702,30.2709,-97.71849,0,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,300.0,0.0,0.0,500.0,175.0,4,50.0,2,1125,17,42,69,129,11,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,2,0,0,1.63,4,East
0,within an hour,1.0,1.0,1,1,78702,30.27657,-97.70597,1,House,Entire home/apt,4,1.5,2.0,1.0,Real Bed,200.0,0.0,0.0,0.0,25.0,4,10.0,2,1125,6,6,6,146,9,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1,0,0,1.41,4,East
0,within an hour,1.0,2.0,1,1,78702,30.27532,-97.70572,0,Condominium,Entire home/apt,3,1.0,0.0,2.0,Real Bed,250.0,0.0,0.0,300.0,75.0,2,10.0,3,1125,0,0,0,190,9,9,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1,moderate,0,0,1,1,0,0,1.03,6,East
1,within an hour,1.0,2.0,1,1,78702,30.25672,-97.72057,1,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,399.0,0.0,0.0,350.0,50.0,4,60.0,3,18,13,37,64,244,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,strict_14_with_grace_period,0,0,2,1,1,0,0.0,4,East
0,within an hour,0.91,405.0,1,0,78702,30.278370000000002,-97.72126,0,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,330.0,0.0,0.0,0.0,86.0,1,0.0,2,1125,24,45,75,344,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,strict_14_with_grace_period,0,0,35,35,0,0,0.14,2,East
1,within a few hours,1.0,5.0,1,1,78702,30.26197,-97.70439,1,Bungalow,Entire home/apt,4,1.0,2.0,2.0,Real Bed,170.0,0.0,0.0,0.0,30.0,1,0.0,3,365,0,11,41,316,3,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1,0,0,0.47,3,East
1,within an hour,1.0,3.0,1,0,78702,30.272029999999997,-97.71934,1,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,0.0,0.0,300.0,50.0,2,50.0,2,1125,0,1,1,1,22,22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict_14_with_grace_period,0,0,1,1,0,0,2.53,6,East
0,unknown,0.0,2.0,1,0,78702,30.279490000000003,-97.70707,1,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,0.0,10.0,1,0.0,1,1125,0,0,0,0,10,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,2,1,1,0,1.18,5,East
0,unknown,0.0,1.0,1,0,78702,30.261490000000002,-97.71764,0,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,250.0,0.0,0.0,0.0,0.0,1,0.0,3,14,23,53,83,173,2,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,1,0,0,0.3,1,East
0,within a day,0.6,1.0,1,1,78702,30.2624,-97.72045,1,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,160.0,0.0,0.0,0.0,60.0,1,0.0,2,1125,20,45,75,165,9,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1,0,0,1.09,7,East
0,within an hour,0.9,1.0,1,0,78702,30.2581,-97.71425,1,Bungalow,Entire home/apt,4,1.0,2.0,2.0,Real Bed,175.0,0.0,0.0,0.0,25.0,1,0.0,2,7,18,41,68,218,12,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1,0,0,1.48,0,East
0,unknown,0.0,1.0,1,0,78702,30.27972,-97.70636999999999,1,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,500.0,0.0,0.0,0.0,100.0,1,0.0,3,30,0,0,0,0,2,2,100.0,10.0,10.0,10.0,10.0,8.0,7.0,1,moderate,0,0,1,1,0,0,0.31,3,East
0,within a few hours,0.9,2.0,1,1,78702,30.256890000000002,-97.69861999999999,1,Farm stay,Private room,4,1.0,2.0,2.0,Real Bed,110.0,0.0,0.0,100.0,40.0,4,50.0,2,30,19,45,58,58,3,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,0,1,0,1.32,4,East
1,within a few hours,0.9,1.0,1,0,78702,30.265790000000003,-97.7078,1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,60.0,0.0,0.0,0.0,25.0,1,0.0,2,7,0,18,48,48,15,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0,1,0,1.85,6,East
1,within an hour,1.0,1.0,1,0,78702,30.25771,-97.73192,1,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,120.0,0.0,0.0,100.0,55.0,2,50.0,3,8,9,25,52,52,33,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,strict_14_with_grace_period,0,0,1,1,0,0,4.21,8,East
1,within an hour,1.0,2.0,1,1,78702,30.254620000000003,-97.72397,1,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,325.0,0.0,0.0,0.0,0.0,2,40.0,2,1125,7,8,8,20,15,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,2,2,0,0,1.91,1,East
0,unknown,0.0,1.0,1,0,78702,30.258029999999998,-97.71869000000001,1,Bungalow,Entire home/apt,5,1.5,1.0,1.0,Real Bed,500.0,0.0,0.0,0.0,0.0,1,0.0,3,12,0,0,0,261,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,flexible,0,0,1,1,0,0,0.0,0,East
