Id,Latitude,Longitude,Region by Zipcode,Zipcode
30507836,30.24264,-97.89133,West,
32631529,30.26471,-97.7479,South Central,
37182449,30.40431,-97.70933,North,
30207375,30.40448,-97.70944,North,
34476126,30.35696,-97.73952,Central,
31308576,30.35723,-97.7383,Central,
30176018,30.35348,-97.73477,Central,
33521803,30.35463,-97.73609,Central,
37059106,30.26922,-97.75257,Central,
37585866,30.26819,-97.75272,Central,
35309837,30.27049,-97.7408,Central,
31447525,30.26709,-97.74251,South Central,
32980267,30.25419,-97.7565,South Central,
37399534,30.26343,-97.74565,South Central,
32106693,30.25956,-97.72471,33452080,
36933576,30.27725,-97.72136,33452080,
31192354,30.23416,-97.7843,South Central,
35064247,30.23658,-97.72897,South East,
36303766,30.24459,-97.73326,South East,
37040932,30.30798,-97.72443,33452080,
35808516,30.30765,-97.72517,33452080,
32843046,30.30742,-97.72632,33452080,
34842332,30.36467,-97.72971,Central,
32918855,30.35978,-97.7308,Central,
34617968,30.36238,-97.73643,Central,
30735077,30.27628,-97.75423,Central,
38522220,30.25836,-97.73969,South Central,
30306716,30.2445,-97.75343,South Central,
32818621,30.24513,-97.75332,South Central,
34962814,30.25537,-97.75167,South Central,
30093435,30.2352,-97.78446,South Central,
35356218,30.23397,-97.77969,South Central,
33646919,30.32484,-97.70311,33452080,
38459468,30.25008,-97.74347,South Central,
36701365,30.25156,-97.74325,South Central,
31342285,30.35809,-97.74802,Central,
29710046,30.28981,-97.73465,33452080,
36629253,30.30037,-97.7413,Central,
32268290,30.28733,-97.75173,Central,
38704430,30.30805,-97.79752,West,
38595412,30.20253,-97.93315,South,
38288471,30.27615,-97.68346,East,
30313956,30.31512,-97.87525,West,
31016886,30.31489,-97.8755,West,
31015780,30.31514,-97.87691,West,
30340643,30.25729,-97.7207,East,
30168821,30.1873,-98.00009,South,
37938287,30.41477,-97.88948,West,
32125293,30.42286,-97.72938,North Suburbs,
37494534,30.24915,-97.99802,West,
37124526,30.37668,-97.69395,North,
32633931,30.33608,-97.98912,West,
30438043,30.13057,-97.95582,South,
33244163,30.45134,-97.79645,West,
33191880,30.45074,-97.79653,West,
37297350,30.26,-97.71396,33452080,
30287319,30.2749,-97.7218,33452080,
38643138,30.23768,-97.73409,South East,
34978642,30.24695,-97.73724,South East,
34754832,30.25416,-97.70611,East,
37054782,30.25615,-97.70577,East,
35763699,30.34178,-97.7114,Central,
32764523,30.25173,-97.71489,East,
18122977,30.30861,-97.72094,33452080,
32522443,30.20563,-97.73314,South East,
31834175,30.28553,-97.69682,33452080,
36529204,30.27508,-97.75383,Central,
37973144,30.28176,-97.80557,West,
31467534,30.30675,-97.74543,Central,
32278630,30.27706,-97.70494,33452080,
32918778,30.34021,-97.8569,West,
32850669,30.22408,-97.72414,South East,
33043270,30.22057,-97.78266,South,
36865615,30.28748,-97.70916,33452080,
30234214,30.29226,-97.71531,33452080,
32667583,30.19132,-97.78318,South,
32517261,30.25465,-97.77312,South Central,
38431967,30.25847,-97.76786,South Central,
36096427,30.34313,-97.67478,North,
32695888,30.26775,-97.73093,33452080,
37803975,30.20349,-97.79535,South,
36559973,30.22383,-97.77269,South Central,
34570646,30.37838,-97.95598,West,
32615462,30.25403,-97.76683,South Central,
33419070,30.23057,-97.92007,West,
30694169,30.40669,-97.91484,West,
32528913,30.27732,-97.7146,33452080,
9133572,30.32836,-97.73654,33452080,
32646959,30.32948,-97.74702,Central,
5480956,30.25454,-97.75677,South Central,
31763747,30.30732,-97.75656,Central,
37479298,30.20754,-97.83922,South,
34615275,30.34625,-97.71932,Central,
32501554,30.3424,-97.72259,Central,
30555068,30.28137,-97.74612,Central,
37044239,30.27538,-97.71201,33452080,
34334982,30.26555,-97.71525,33452080,
30463923,30.26831,-97.7216,33452080,
31382915,30.25771,-97.73192,33452080,
30128402,30.27914,-97.7161,33452080,
35315550,30.27675,-97.7141,33452080,
37125884,30.27449,-97.72186,33452080,
36636594,30.26497,-97.71757,33452080,
38620047,30.25765,-97.7062,33452080,
38672031,30.25779,-97.70473,33452080,
33544033,30.31022,-97.71712,33452080,
33661161,30.3045,-97.72571,33452080,
32643057,30.25753,-97.716,33452080,
31263101,30.30661,-97.72522,33452080,
38509841,30.28206,-97.68992,East,
38728874,30.2558,-97.76815,South Central,
29931115,30.26688,-97.71855,33452080,
34228577,30.27256,-97.71659,33452080,
34684047,30.31349,-97.71739,33452080,
34751101,30.24729,-97.75881,South Central,
32379276,30.26219,-97.73107,33452080,
32642437,30.27146,-97.71941,33452080,
35768600,30.28442,-97.70705,33452080,
37804375,30.27816,-97.70875,33452080,
31186982,30.27203,-97.71934,33452080,
35185848,30.27256,-97.70877,33452080,
30768165,30.24635,-97.75331,South Central,
31145312,30.24881,-97.75236,South Central,
32664431,30.24831,-97.75383,South Central,
33404716,30.23578,-97.77725,South Central,
30459552,30.21867,-97.78117,South,
34338577,30.29414,-97.7666,Central,
37563898,30.29541,-97.78197,West,
31993273,30.2931,-97.71919,33452080,
35770227,30.28473,-97.72116,33452080,
32284604,30.28767,-97.71511,33452080,
32419781,30.28375,-97.77308,Central,
38604966,30.22332,-97.76963,South Central,
34143842,30.30945,-97.69485,33452080,
37684965,30.25377,-97.76718,South Central,
31904061,30.25421,-97.7688,South Central,
37091033,30.16113,-97.95368,South,
29015105,30.32818,-97.69812,33452080,
32798777,30.33178,-97.74082,Central,
35833887,30.25446,-97.7575,South Central,
37722236,30.20295,-97.83411,South,
38189554,30.25561,-97.68909,East,
30424558,30.2557,-97.71312,East,
32862330,30.31502,-97.72368,33452080,
31057357,30.23617,-97.70248,South East,
37045912,30.27167,-97.75478,Central,
30819490,30.2193,-97.78781,South,
34899126,30.23574,-97.70238,South East,
37057369,30.28816,-97.71507,33452080,
34307818,30.26048,-97.76058,South Central,
37553916,30.24827,-97.77864,West,
38068135,30.24875,-97.7786,West,
16055940,30.26266,-97.72623,33452080,
32210119,30.26245,-97.7254,33452080,
38648169,30.2567,-97.76017,South Central,
37943174,30.36754,-97.72724,Central,
29755166,30.27957,-97.67783,East,
34780559,30.11885,-97.71498,South East,
38181048,30.20679,-97.76303,South,
37675058,30.28432,-97.63553,Far East,
33925331,30.38098,-97.95491,West,
35162455,30.38199,-97.96055,West,
31390834,30.26241,-97.6269,Far East,
37850420,30.1472,-97.83376,South,
38460818,30.24321,-97.77803,South Central,
30094647,30.23584,-97.70059,South East,
31957101,30.36697,-97.67942,North,
13841198,30.31015,-97.72445,33452080,
34230075,30.3189,-97.72623,33452080,
33812177,30.23072,-97.66146,South East,
33741923,30.22927,-97.6638,South East,
37395277,30.26308,-97.72503,33452080,
22303823,30.24878,-97.77417,South Central,
37877986,30.41321,-97.70383,North Suburbs,
36672804,30.23253,-97.79043,South Central,
34229009,30.44008,-97.69231,North Suburbs,
17641963,30.28751,-97.74436,Central,
38018868,30.40828,-97.75021,North Suburbs,
30812950,30.22608,-97.82862,West,
30511894,30.23742,-97.78301,South Central,
37019276,30.47775,-97.7749,North Suburbs,
32318527,30.24038,-97.72081,South East,
34498774,30.404,-97.71277,North,
31958980,30.22606,-97.76045,South Central,
32901776,30.38039,-97.77081,North Suburbs,
37783439,30.19242,-97.77581,South,
38128298,30.3937,-97.73899,North Suburbs,
29824733,30.17511,-97.79905,South,
31292664,30.24108,-97.72744,South East,
37402771,30.28366,-97.7589,Central,
38645685,30.23953,-97.7921,South Central,
34539417,30.26335,-97.77278,South Central,
34628302,30.23776,-97.79245,South Central,
38703287,30.26018,-97.78945,West,
32761299,30.26079,-97.78733,West,
32545415,30.25258,-97.76445,South Central,
32314005,30.28308,-97.76139,Central,
30562741,30.33942,-97.71866,Central,
38265249,30.26713,-97.74705,South Central,
34341123,30.2813,-97.74671,Central,
32084809,30.27046,-97.73645,33452080,
38180655,30.1825,-97.7763,South,
36111467,30.23803,-97.76431,South Central,
32546815,30.19194,-97.77525,South,
32897289,30.25378,-97.7361,South Central,
33452715,30.26295,-97.72487,33452080,
30530454,30.27523,-97.72616,33452080,
34976218,30.26007,-97.72556,33452080,
36980008,30.26891,-97.73146,33452080,
38194335,30.23048,-97.73098,South East,
32783963,30.24483,-97.72973,South East,
31039303,30.19363,-97.76488,South,
37690883,30.23082,-97.73688,South East,
32778543,30.2387,-97.72387,South East,
34911739,30.2296,-97.73523,South East,
30936801,30.23867,-97.72405,South East,
29995747,30.22936,-97.73584,South East,
32619093,30.23347,-97.73144,South East,
30512880,30.23864,-97.74056,South East,
37054917,30.23951,-97.72459,South East,
31960953,30.24025,-97.72646,South East,
34020742,30.22612,-97.71467,South East,
33499836,30.23351,-97.73875,South East,
31267401,30.23419,-97.74059,South East,
31121120,30.23447,-97.73852,South East,
35342707,30.23639,-97.72809,South East,
34046065,30.24624,-97.72949,East,
32637664,30.24736,-97.73209,East,
35385498,30.35254,-97.69335,North,
37568058,30.29307,-97.7226,33452080,
34718430,30.30499,-97.71516,33452080,
36143564,30.42936,-97.74146,North Suburbs,
38352038,30.25091,-97.77203,South Central,
34944653,30.29099,-97.70408,33452080,
32869367,30.22997,-97.83336,West,
34094971,30.23552,-97.78212,South Central,
35907042,30.27119,-97.7518,Central,
35091084,30.26078,-97.737,South Central,
38183019,30.30936,-97.75348,Central,
32181876,30.31184,-97.74673,Central,
31674164,30.25477,-97.74559,South Central,
38191307,30.25646,-97.75201,South Central,
29780148,30.25665,-97.74681,South Central,
35043134,30.25494,-97.74683,South Central,
30965434,30.25629,-97.74689,South Central,
29798972,30.25508,-97.74535,South Central,
32576182,30.24815,-97.75334,South Central,
36143911,30.25794,-97.75036,South Central,
34969093,30.25559,-97.74908,South Central,
38154566,30.25672,-97.76059,South Central,
38495081,30.25764,-97.75947,South Central,
32380363,30.23845,-97.78578,South Central,
34060039,30.23814,-97.78644,South Central,
38674574,30.2264,-97.78349,South Central,
37942621,30.29451,-97.7367,33452080,
34334500,30.28495,-97.7094,33452080,
32455359,30.28033,-97.76913,Central,
34325938,30.28018,-97.76878,Central,
32238354,30.2899,-97.77144,Central,
37006319,30.29436,-97.74468,Central,
31865976,30.28456,-97.74693,Central,
33615371,30.32128,-97.68612,East,
38558360,30.25355,-97.76502,South Central,
32834695,30.25198,-97.76532,South Central,
35467934,30.25039,-97.77264,South Central,
38019196,30.2655,-97.76309,South Central,
32468523,30.27926,-97.75635,Central,
29986678,30.26235,-97.70729,33452080,
36479632,30.26834,-97.67929,East,
37114883,30.25488,-97.77308,South Central,
37937937,30.17129,-97.81399,South,
33643276,30.24267,-97.7858,South Central,
32918007,30.25667,-97.69478,East,
30691457,30.25128,-97.7263,East,
32720013,30.23531,-97.74739,South East,
36696844,30.23206,-97.74935,South Central,
31906748,30.24953,-97.77864,West,
35645347,30.27222,-97.74542,Central,
32503892,30.22842,-97.72682,South East,
38187361,30.36767,-97.61987,North,
38213365,30.40788,-97.69998,North,
32579477,30.39965,-97.70197,North,
37353568,30.20823,-97.81811,South,
37256778,30.20946,-97.81658,South,
35337289,30.27528,-97.76046,Central,
34507621,30.26679,-97.75039,South Central,
32203710,30.26212,-97.72778,33452080,
31517115,30.27921,-97.71881,33452080,
32547648,30.26082,-97.72361,33452080,
33417896,30.23522,-97.72884,South East,
38570544,30.24574,-97.72772,East,
30744221,30.30712,-97.71818,33452080,
32282687,30.30841,-97.73027,33452080,
31041676,30.27532,-97.70572,33452080,
35323273,30.37503,-97.7593,North Suburbs,
35465627,30.31562,-97.71815,33452080,
32727537,30.35956,-97.73077,Central,
32357725,30.27285,-97.75555,Central,
32223025,30.22924,-97.7354,South East,
38409073,30.26159,-97.7569,South Central,
32204381,30.24763,-97.74529,South East,
32358793,30.25143,-97.74539,South Central,
31965235,30.25152,-97.74374,South Central,
37690504,30.29925,-97.7404,Central,
33330308,30.28833,-97.7735,Central,
30426003,30.26554,-97.76456,South Central,
37124675,30.23887,-97.78187,South Central,
38165096,30.26437,-97.76453,South Central,
37051410,30.38728,-97.65698,North,
35908452,30.36159,-97.70447,North,
32245403,30.26093,-97.70822,33452080,
31987948,30.21757,-97.77195,South,
31056074,30.21906,-97.77679,South,
32637996,30.32048,-97.74363,Central,
37213750,30.25404,-97.75791,South Central,
32848656,30.33596,-97.72843,Central,
35653152,30.35562,-97.70213,North,
36268563,30.34619,-97.7175,Central,
23059459,30.27617,-97.75309,Central,
29882851,30.30942,-97.75374,Central,
31015469,30.24627,-97.75162,South Central,
32843756,30.29727,-97.7652,Central,
5295797,30.28207,-97.76829,Central,
36847160,30.2491,-97.78143,West,
31738385,30.26813,-97.7206,33452080,
29762127,30.27517,-97.71519,33452080,
36173780,30.26447,-97.70639,33452080,
32843262,30.30838,-97.72326,33452080,
35581214,30.3125,-97.71086,33452080,
38433039,30.31765,-97.71742,33452080,
37810107,30.31592,-97.72142,33452080,
37258321,30.27383,-97.75479,Central,
37652414,30.23041,-97.71084,South East,
38259819,30.2786,-97.79953,West,
37023105,30.25287,-97.75509,South Central,
38700575,30.27101,-97.74285,Central,
32516488,30.26431,-97.73701,South Central,
31571090,30.22573,-97.76033,South Central,
36304327,30.28819,-97.7492,Central,
38384218,30.27946,-97.7605,Central,
35909376,30.27499,-97.71899,33452080,
32319939,30.23481,-97.70266,South East,
32167957,30.34899,-97.77546,Central,
31872059,30.37022,-97.80274,West,
29993018,30.32586,-97.95595,West,
23602401,30.20188,-97.80516,South,
5718336,30.23284,-97.82877,West,
36628501,30.29111,-97.7684,Central,
32610359,30.46968,-97.69125,North Suburbs,
36879291,30.26043,-97.71525,33452080,
33221391,30.37961,-97.651,North,
31335767,30.39782,-97.66049,North,
10784670,30.255,-97.74748,South Central,
33428575,30.2327,-97.76764,South Central,
33882068,30.40146,-97.72651,North Suburbs,
37962004,30.45137,-97.77822,North Suburbs,
28959494,30.28546,-97.74894,Central,
32960220,30.23119,-97.76642,South Central,
34090923,30.37246,-97.71464,North,
30125696,30.16265,-97.79246,South,
36516706,30.3949,-97.72345,North Suburbs,
37599583,30.23095,-97.76607,South Central,
36513915,30.41248,-97.69542,North Suburbs,
37539648,30.2602,-97.72348,33452080,
31703365,30.22454,-97.80442,South,
32660024,30.27789,-97.76156,Central,
32639049,30.22701,-97.71869,South East,
11085591,30.26647,-97.74182,South Central,
32294450,30.25519,-97.74562,South Central,
37740103,30.23522,-97.73704,South East,
37558155,30.47712,-97.79438,North Suburbs,
38569000,30.43278,-97.66947,North Suburbs,
38165662,30.43465,-97.66781,North Suburbs,
34124388,30.471,-97.69127,North Suburbs,
23080229,30.24625,-97.75134,South Central,
30019315,30.31599,-97.72487,33452080,
32439967,30.26166,-97.72489,33452080,
31668724,30.43825,-97.73639,North Suburbs,
32692674,30.32612,-97.86808,West,
37972219,30.39576,-97.71815,North Suburbs,
38321212,30.38512,-97.7654,North Suburbs,
38321210,30.38571,-97.76369,North Suburbs,
38321209,30.38593,-97.76521,North Suburbs,
38321215,30.3854,-97.76496,North Suburbs,
34201107,30.20873,-97.81662,South,
33256607,30.28658,-97.7093,33452080,
30311488,30.248,-97.84732,West,
32842683,30.24752,-97.8459,West,
35007156,30.24956,-97.89606,West,
31287892,30.39468,-97.82706,West,
32918466,30.39944,-97.72324,North Suburbs,
29914282,30.23802,-97.79159,South Central,
38644398,30.26293,-97.77442,South Central,
36283946,30.26031,-97.77343,South Central,
32760458,30.25995,-97.78876,West,
38185018,30.2554,-97.79587,West,
37292989,30.25973,-97.74618,South Central,
38660867,30.32087,-97.72992,33452080,
38429825,30.34291,-97.73681,Central,
38322869,30.38548,-97.76182,North Suburbs,
38321678,30.38515,-97.76211,North Suburbs,
38322274,30.38646,-97.76394,North Suburbs,
38292534,30.3866,-97.7639,North Suburbs,
37485395,30.20229,-97.86283,South,
37334080,30.28396,-97.76082,Central,
34756367,30.27414,-97.75761,Central,
35000045,30.28142,-97.75777,Central,
31896513,30.28308,-97.76129,Central,
37121183,30.3796,-97.66856,North,
35042421,30.34133,-97.71919,Central,
32385519,30.22966,-97.76356,South Central,
32983944,30.25601,-97.75843,South Central,
32379601,30.27157,-97.74976,Central,
36981830,30.27081,-97.74171,Central,
32140443,30.2651,-97.74895,South Central,
35168607,30.27076,-97.73653,33452080,
30257206,30.27058,-97.73512,33452080,
32941812,30.27036,-97.74768,Central,
34373440,30.20057,-97.77082,South,
36000121,30.20364,-97.77195,South,
37537883,30.23246,-97.77756,South Central,
37451746,30.26313,-97.72598,33452080,
37300521,30.26333,-97.7257,33452080,
34312243,30.27677,-97.71667,33452080,
32379692,30.23907,-97.72426,South East,
32139249,30.24448,-97.72802,South East,
36760659,30.23452,-97.72653,South East,
31693600,30.25538,-97.74621,South Central,
38678826,30.24455,-97.73004,South East,
35134394,30.24251,-97.72474,South East,
36264010,30.23704,-97.76354,South Central,
31405392,30.23318,-97.72795,South East,
34477328,30.23752,-97.72473,South East,
38672149,30.25188,-97.74926,South Central,
37319105,30.23034,-97.72023,South East,
32809446,30.25093,-97.74899,South Central,
29731116,30.25201,-97.74942,South Central,
29703847,30.40495,-97.71469,North,
29731118,30.25241,-97.74832,South Central,
29730898,30.25262,-97.74814,South Central,
29731117,30.25102,-97.74832,South Central,
29731089,30.25057,-97.748,South Central,
29702035,30.40568,-97.71447,North,
37912230,30.26389,-97.72957,33452080,
37913878,30.2625,-97.73162,33452080,
38322444,30.25113,-97.74954,South Central,
36268928,30.25207,-97.74745,South Central,
37807816,30.26372,-97.73191,33452080,
37910857,30.2641,-97.73002,33452080,
37914079,30.26226,-97.73109,33452080,
38323304,30.25114,-97.74975,South Central,
37911732,30.26256,-97.7312,33452080,
37807492,30.26261,-97.73011,33452080,
38323058,30.25203,-97.74946,South Central,
37908396,30.26338,-97.73127,33452080,
38322736,30.25219,-97.74755,South Central,
37913715,30.26216,-97.72997,33452080,
37906090,30.26228,-97.72987,33452080,
38605406,30.26056,-97.72432,33452080,
37911315,30.26193,-97.73166,33452080,
31568849,30.20997,-97.77384,South,
37249733,30.26791,-97.73114,33452080,
37912537,30.26201,-97.73167,33452080,
37909670,30.26333,-97.73156,33452080,
37905806,30.26339,-97.73114,33452080,
36148164,30.2509,-97.74972,South Central,
37807664,30.26421,-97.73105,33452080,
37744860,30.26327,-97.72957,33452080,
37909055,30.26274,-97.73046,33452080,
37807651,30.26206,-97.72973,33452080,
37912015,30.26413,-97.73132,33452080,
37906356,30.26416,-97.73125,33452080,
37911414,30.26376,-97.72953,33452080,
37912781,30.26261,-97.73155,33452080,
37807653,30.26218,-97.73105,33452080,
37909256,30.26421,-97.73144,33452080,
37912265,30.26225,-97.72992,33452080,
37911832,30.26209,-97.7302,33452080,
36914202,30.25071,-97.74935,South Central,
37254194,30.2683,-97.7309,33452080,
32661112,30.23184,-97.71934,South East,
36416189,30.25116,-97.74966,South Central,
32692286,30.23039,-97.71832,South East,
36268090,30.25072,-97.74939,South Central,
34200029,30.26898,-97.73078,33452080,
36148163,30.25047,-97.74738,South Central,
36073535,30.25375,-97.74706,South Central,
32692944,30.23028,-97.71962,South East,
32696793,30.23185,-97.71869,South East,
34202769,30.26822,-97.73093,33452080,
36267694,30.25188,-97.74758,South Central,
32661178,30.22996,-97.71882,South East,
32661334,30.23003,-97.71946,South East,
33715280,30.24298,-97.72219,South East,
30980689,30.25951,-97.78704,West,
32747039,30.2526,-97.74826,South Central,
30980799,30.26066,-97.78779,West,
32696880,30.23035,-97.71998,South East,
32692415,30.23015,-97.71795,South East,
32697016,30.23199,-97.71975,South East,
30980353,30.26003,-97.78645,West,
31568720,30.21012,-97.774,South,
33525610,30.24252,-97.72251,South East,
32696791,30.2303,-97.71933,South East,
32834784,30.26197,-97.72429,33452080,
31568779,30.21087,-97.77278,South,
31568824,30.21052,-97.77277,South,
32808869,30.25227,-97.7491,South Central,
32833881,30.26219,-97.72644,33452080,
32746408,30.25073,-97.74826,South Central,
32660787,30.23126,-97.72008,South East,
32661026,30.23158,-97.71823,South East,
32834027,30.26006,-97.72438,33452080,
31037910,30.2598,-97.78664,West,
32834136,30.26011,-97.72466,33452080,
32834394,30.26159,-97.72593,33452080,
32660885,30.23218,-97.71825,South East,
31568929,30.20934,-97.77448,South,
34400219,30.22508,-97.7132,South East,
35380448,30.23517,-97.72485,South East,
35349428,30.23624,-97.72485,South East,
35003836,30.3063,-97.7223,33452080,
32141407,30.29424,-97.72131,33452080,
35043605,30.29361,-97.72696,33452080,
34447172,30.30706,-97.72424,33452080,
37365901,30.33441,-97.70727,Central,
37655727,30.27315,-97.74356,Central,
38492362,30.42801,-97.69577,North Suburbs,
31255207,30.43784,-97.7806,North Suburbs,
33538262,30.1981,-97.76145,South,
38105844,30.18814,-97.76449,South,
35880040,30.18113,-97.77176,South,
31256471,30.16877,-97.76873,South,
34209897,30.27324,-97.74537,Central,
32566802,30.29955,-97.68942,East,
32917302,30.31347,-97.73372,33452080,
37805824,30.27696,-97.76358,Central,
37385991,30.22354,-97.72253,South East,
38413926,30.22538,-97.72526,South East,
30441129,30.21718,-97.73666,South East,
32022565,30.21688,-97.73666,South East,
33016494,30.30692,-97.67901,East,
32555891,30.30733,-97.67798,East,
31336164,30.23348,-97.71489,South East,
32444969,30.23351,-97.71691,South East,
32288985,30.23103,-97.72123,South East,
32685267,30.22241,-97.72088,South East,
32695158,30.22308,-97.72142,South East,
34784081,30.26853,-97.75193,Central,
33678678,30.26064,-97.73693,South Central,
35129552,30.28208,-97.7053,33452080,
38238337,30.26919,-97.70771,33452080,
34020764,30.26439,-97.74141,South Central,
35166021,30.24432,-97.75165,South Central,
30725230,30.24218,-97.75255,South Central,
34121241,30.25449,-97.74613,South Central,
29986459,30.25508,-97.74669,South Central,
37364235,30.32414,-97.71394,33452080,
33692889,30.2611,-97.73827,South Central,
32522673,30.26044,-97.72008,33452080,
34300158,30.25094,-97.7477,South Central,
30357867,30.25748,-97.74719,South Central,
30290993,30.25648,-97.74707,South Central,
34092878,30.23567,-97.78346,South Central,
32938974,30.23945,-97.78312,South Central,
31923944,30.23651,-97.79064,South Central,
35547254,30.25444,-97.76235,South Central,
31616818,30.22501,-97.754,South Central,
32836712,30.22575,-97.76126,South Central,
32843332,30.26621,-97.7496,South Central,
32834684,30.29242,-97.7625,Central,
33420754,30.3091,-97.76734,Central,
35568345,30.19656,-97.73036,South East,
31001856,30.25509,-97.74459,South Central,
34693490,30.25644,-97.74667,South Central,
37090960,30.23299,-97.73053,South East,
33069703,30.24465,-97.76461,South Central,
30855202,30.30222,-97.73784,33452080,
38188692,30.403,-97.71971,North Suburbs,
38100438,30.40315,-97.72326,North Suburbs,
37943515,30.3234,-97.71411,33452080,
38482514,30.40294,-97.72184,North Suburbs,
37750184,30.40544,-97.71278,North,
37810046,30.32479,-97.71442,33452080,
37942582,30.28485,-97.71555,33452080,
38129175,30.28306,-97.71631,33452080,
36179720,30.32405,-97.7131,33452080,
38131660,30.40385,-97.7219,North Suburbs,
37532265,30.30947,-97.72739,33452080,
38130493,30.2839,-97.71566,33452080,
38189571,30.40406,-97.72159,North Suburbs,
37834419,30.32507,-97.71402,33452080,
37154214,30.40392,-97.72351,North Suburbs,
36878109,30.27341,-97.76531,Central,
34714961,30.25974,-97.81019,West,
37013509,30.20011,-97.77072,South,
36177970,30.32271,-97.71426,33452080,
34509212,30.25927,-97.81092,West,
35841734,30.32931,-97.73828,Central,
37290749,30.40306,-97.72307,North Suburbs,
36842240,30.21644,-97.7955,South,
37053407,30.4024,-97.72352,North Suburbs,
37293318,30.40397,-97.72128,North Suburbs,
36178781,30.32458,-97.71414,33452080,
36176850,30.32421,-97.71322,33452080,
37155348,30.40427,-97.7219,North Suburbs,
35159653,30.27219,-97.76091,Central,
35804322,30.32924,-97.73879,Central,
35464765,30.2597,-97.81094,West,
35261178,30.26101,-97.81021,West,
36180300,30.32396,-97.71308,33452080,
33399453,30.21047,-97.77383,South,
36802339,30.2748,-97.76539,Central,
35260528,30.26067,-97.80984,West,
35801525,30.32932,-97.73806,Central,
35464169,30.25978,-97.81158,West,
36840979,30.21047,-97.77238,South,
35033350,30.27375,-97.76136,Central,
37055151,30.40357,-97.72241,North Suburbs,
34178562,30.26047,-97.80997,West,
34309478,30.25928,-97.80953,West,
36844284,30.20888,-97.77406,South,
35161248,30.27366,-97.75956,Central,
37156391,30.40445,-97.72159,North Suburbs,
35871819,30.33064,-97.73877,Central,
35803205,30.33078,-97.73807,Central,
34177013,30.26098,-97.81003,West,
36514854,30.26064,-97.72643,33452080,
33558144,30.22737,-97.76108,South Central,
35614168,30.27326,-97.76339,Central,
33802884,30.24074,-97.72236,South East,
35228406,30.27402,-97.76113,Central,
34574163,30.24074,-97.72332,South East,
35039613,30.2735,-97.76,Central,
33614029,30.22697,-97.76113,South Central,
33969526,30.21038,-97.7746,South,
34476765,30.27177,-97.74938,Central,
33341596,30.22628,-97.76096,South Central,
35683507,30.27286,-97.76074,Central,
34310899,30.25908,-97.81122,West,
33528156,30.20893,-97.77458,South,
34147815,30.24063,-97.72284,South East,
33452389,30.22722,-97.7611,South Central,
34506758,30.27157,-97.74974,Central,
32549163,30.27151,-97.7479,Central,
33398205,30.21014,-97.77412,South,
33992414,30.21014,-97.77377,South,
33247008,30.22589,-97.76212,South Central,
34569032,30.2696,-97.74948,Central,
33342729,30.22743,-97.76086,South Central,
32640310,30.27084,-97.74937,Central,
32917395,30.26961,-97.74954,Central,
32719411,30.27145,-97.75025,Central,
31746889,30.24075,-97.72255,South East,
32208003,30.22644,-97.7609,South Central,
32162852,30.22623,-97.76185,South Central,
31742478,30.24173,-97.7247,South East,
31262511,30.22629,-97.76061,South Central,
33161947,30.27117,-97.74879,Central,
32406152,30.26982,-97.74997,Central,
36529415,30.22596,-97.74462,South East,
38352916,30.2307,-97.71988,South East,
36622207,30.29297,-97.71323,33452080,
34149202,30.27367,-97.74488,Central,
38361087,30.28964,-97.77105,Central,
36913050,30.29386,-97.7436,Central,
31886844,30.31777,-97.70483,33452080,
30792184,30.31987,-97.70412,33452080,
37934063,30.25587,-97.76339,South Central,
38238688,30.25323,-97.77813,West,
38692108,30.24789,-97.77228,South Central,
38077502,30.26574,-97.76292,South Central,
34343420,30.26215,-97.77322,South Central,
38164716,30.25024,-97.76937,South Central,
31563501,30.25661,-97.76393,South Central,
33140269,30.42194,-97.94516,West,
32529303,30.42155,-97.94602,West,
32311681,30.38189,-97.93333,West,
32358248,30.38256,-97.93325,West,
31993601,30.38341,-97.93234,West,
35125501,30.30513,-97.73569,33452080,
34839307,30.25985,-97.66953,East,
33271098,30.38325,-97.93256,West,
31952235,30.23412,-97.75989,South Central,
32701065,30.26369,-97.71697,33452080,
35195884,30.27232,-97.72583,33452080,
34359548,30.26788,-97.7197,33452080,
31175588,30.26197,-97.70439,33452080,
31559330,30.30706,-97.71997,33452080,
31337958,30.2581,-97.71425,33452080,
36265063,30.25147,-97.72607,East,
30394195,30.24887,-97.74906,South Central,
38482667,30.27385,-97.68887,East,
31536331,30.23917,-97.69478,South East,
38628207,30.27576,-97.70163,33452080,
30043996,30.27804,-97.70877,33452080,
30737494,30.29453,-97.77874,West,
32609973,30.24856,-97.74267,South East,
32715639,30.28926,-97.71831,33452080,
32214291,30.28277,-97.71943,33452080,
33613835,30.3115,-97.86432,West,
37455483,30.2302,-97.89889,West,
35868948,30.29479,-97.62328,Far East,
32933888,30.42027,-97.94666,West,
32848945,30.24617,-97.7509,South Central,
31590851,30.13511,-97.77571,South East,
33112571,30.27246,-97.74722,Central,
32329928,30.24004,-97.75289,South Central,
30551739,30.29042,-97.87194,West,
36237908,30.36483,-97.70172,North,
37319134,30.21063,-97.81681,South,
37886848,30.26985,-97.74834,Central,
32577834,30.39963,-97.70827,North,
37359647,30.20993,-97.81784,South,
38406338,30.23226,-97.73325,South East,
35468326,30.39763,-97.72641,North Suburbs,
38044782,30.44147,-97.74949,North Suburbs,
